Date,Conference,Home_Team,Home_Team_Link,Home_Score,Away_Team,Away_Team_Link,Away_Score,OT,Game_Notes,Day
1975-12-05,ECAC,Colgate,/reports/team/Colgate/15,8,Yale,/reports/team/Yale/59,5,,,Friday
1975-12-05,ECAC,Providence,/reports/team/Providence/46,5,RPI,/reports/team/RPI/48,4,ot,,Friday
1975-12-05,ECAC,Cornell,/reports/team/Cornell/18,2,Brown,/reports/team/Brown/12,7,,,Friday
1975-12-05,Non-Conf v. Canadian,Waterloo,,3,Lake Superior,/reports/team/Lake-Superior/24,8,,,Friday
1975-12-05,Non-Conf v. Canadian,Wilfrid Laurier,,3,Bowling Green,/reports/team/Bowling-Green/11,2,,,Friday
1975-12-05,Non-Conf v. Canadian,Manitoba,,4,Air Force,/reports/team/Air-Force/1,3,,,Friday
1975-12-07,CCHA,Ohio State,/reports/team/Ohio-State/44,4,St. Louis,,14,,,Sunday
1975-12-07,ECAC,New Hampshire,/reports/team/New-Hampshire/38,5,Boston College,/reports/team/Boston-College/9,1,,,Sunday
1975-12-12,CCHA,Ohio State,/reports/team/Ohio-State/44,4,Western Michigan,/reports/team/Western-Michigan/57,6,,,Friday
1975-12-12,ECAC,RPI,/reports/team/RPI/48,4,Colgate,/reports/team/Colgate/15,5,ot,,Friday
1975-12-12,ECAC,Clarkson,/reports/team/Clarkson/14,4,Vermont,/reports/team/Vermont/55,10,,,Friday
1975-12-12,ECAC,Princeton,/reports/team/Princeton/45,2,Boston College,/reports/team/Boston-College/9,11,,,Friday
1975-12-12,Non-Conference,Lake Superior,/reports/team/Lake-Superior/24,1,Michigan Tech,/reports/team/Michigan-Tech/33,11,,,Friday
1975-12-12,Non-Conference,Colorado College,/reports/team/Colorado-College/16,3,St. Louis,,6,,,Friday
1975-12-12,Non-Conference,Army,/reports/team/Army/6,4,Wesleyan,,1,,,Friday
1975-12-12,WCHA,Michigan State,/reports/team/Michigan-State/32,2,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,5,,,Friday
1975-12-12,WCHA,Michigan,/reports/team/Michigan/31,8,Wisconsin,/reports/team/Wisconsin/58,4,,,Friday
1975-12-12,Non-Conference v. D3,Concordia,,4,Air Force,/reports/team/Air-Force/1,5,,,Friday
1975-12-12,Exhibition,US Olympic,,6,Denver,/reports/team/Denver/20,3,,,Friday
1975-12-13,CCHA,Ohio State,/reports/team/Ohio-State/44,3,Western Michigan,/reports/team/Western-Michigan/57,7,,,Saturday
1975-12-13,ECAC,Brown,/reports/team/Brown/12,8,Harvard,/reports/team/Harvard/22,5,,,Saturday
1975-12-13,ECAC,Northeastern,/reports/team/Northeastern/41,6,New Hampshire,/reports/team/New-Hampshire/38,8,,,Saturday
1975-12-13,ECAC,Princeton,/reports/team/Princeton/45,5,Providence,/reports/team/Providence/46,7,,,Saturday
1975-12-13,Non-Conference,Lake Superior,/reports/team/Lake-Superior/24,4,Michigan Tech,/reports/team/Michigan-Tech/33,6,,,Saturday
1975-12-13,Non-Conference,Army,/reports/team/Army/6,8,New Haven,,5,,,Saturday
1975-12-13,Non-Conf v. Canadian,Bowling Green,/reports/team/Bowling-Green/11,5,Western Ontario,,5,ot,,Saturday
1975-12-13,WCHA,Michigan,/reports/team/Michigan/31,8,Wisconsin,/reports/team/Wisconsin/58,3,,,Saturday
1975-12-13,WCHA,Michigan State,/reports/team/Michigan-State/32,8,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,5,,,Saturday
1975-12-13,Non-Conference v. D3,Concordia,,4,Air Force,/reports/team/Air-Force/1,10,,,Saturday
1976-01-30,CCHA,Bowling Green,/reports/team/Bowling-Green/11,6,Western Michigan,/reports/team/Western-Michigan/57,3,,,Friday
1976-01-30,CCHA,Lake Superior,/reports/team/Lake-Superior/24,2,St. Louis,,9,,,Friday
1976-01-30,ECAC,Boston College,/reports/team/Boston-College/9,1,New Hampshire,/reports/team/New-Hampshire/38,5,,,Friday
1976-01-30,ECAC,Boston University,/reports/team/Boston-University/10,1,Vermont,/reports/team/Vermont/55,5,,,Friday
1976-01-30,ECAC,Colgate,/reports/team/Colgate/15,2,RPI,/reports/team/RPI/48,7,,,Friday
1976-01-30,WCHA,Denver,/reports/team/Denver/20,2,Michigan Tech,/reports/team/Michigan-Tech/33,5,,,Friday
1976-01-30,WCHA,Michigan,/reports/team/Michigan/31,2,North Dakota,/reports/team/North-Dakota/40,1,,,Friday
1976-01-30,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,Michigan State,/reports/team/Michigan-State/32,5,,,Friday
1976-01-30,WCHA,Colorado College,/reports/team/Colorado-College/16,5,Notre Dame,/reports/team/Notre-Dame/43,4,,,Friday
1976-01-30,WCHA,Minnesota,/reports/team/Minnesota/34,5,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,3,,,Friday
1976-01-30,Non-Conference v. D3,Lake Forest,,2,Ohio State,/reports/team/Ohio-State/44,8,,,Friday
1976-01-30,Non-Conf v. Canadian,Royal Military,,2,Air Force,/reports/team/Air-Force/1,6,,,Friday
1976-02-01,CCHA,Lake Superior,/reports/team/Lake-Superior/24,2,St. Louis,,5,,,Sunday
1976-02-13,CCHA,Western Michigan,/reports/team/Western-Michigan/57,4,St. Louis,,7,,,Friday
1976-02-13,CCHA,Bowling Green,/reports/team/Bowling-Green/11,0,Lake Superior,/reports/team/Lake-Superior/24,1,,,Friday
1976-02-13,ECAC,New Hampshire,/reports/team/New-Hampshire/38,1,Providence,/reports/team/Providence/46,3,,,Friday
1976-02-13,ECAC,Yale,/reports/team/Yale/59,2,Pennsylvania,,5,,,Friday
1976-02-13,ECAC,Boston College,/reports/team/Boston-College/9,5,Clarkson,/reports/team/Clarkson/14,6,ot,,Friday
1976-02-13,ECAC,Brown,/reports/team/Brown/12,4,Princeton,/reports/team/Princeton/45,3,,,Friday
1976-02-13,Non-Conference,Army,/reports/team/Army/6,2,Norwich,,7,,,Friday
1976-02-13,WCHA,Denver,/reports/team/Denver/20,2,Michigan,/reports/team/Michigan/31,4,,,Friday
1976-02-13,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,7,Notre Dame,/reports/team/Notre-Dame/43,6,,,Friday
1976-02-13,WCHA,North Dakota,/reports/team/North-Dakota/40,6,Michigan State,/reports/team/Michigan-State/32,2,,,Friday
1976-02-13,WCHA,Minnesota,/reports/team/Minnesota/34,5,Wisconsin,/reports/team/Wisconsin/58,4,ot,,Friday
1976-02-13,WCHA,Colorado College,/reports/team/Colorado-College/16,6,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,4,,,Friday
1976-02-13,Non-Conference v. D3,63,/reports/team/63/63,7,Air Force,/reports/team/Air-Force/1,5,,,Friday
1976-02-15,CCHA,Western Michigan,/reports/team/Western-Michigan/57,3,St. Louis,,5,,,Sunday
1976-02-15,Non-Conference,Army,/reports/team/Army/6,8,Babson,,3,,,Sunday
1976-02-20,CCHA,St. Louis,,1,Western Michigan,/reports/team/Western-Michigan/57,4,,,Friday
1976-02-20,CCHA,Lake Superior,/reports/team/Lake-Superior/24,3,Ohio State,/reports/team/Ohio-State/44,6,,,Friday
1976-02-20,ECAC,Pennsylvania,,2,Harvard,/reports/team/Harvard/22,8,,,Friday
1976-02-20,ECAC,Princeton,/reports/team/Princeton/45,2,Dartmouth,/reports/team/Dartmouth/19,10,,,Friday
1976-02-20,ECAC,Clarkson,/reports/team/Clarkson/14,7,Northeastern,/reports/team/Northeastern/41,5,,,Friday
1976-02-20,WCHA,North Dakota,/reports/team/North-Dakota/40,2,Michigan Tech,/reports/team/Michigan-Tech/33,12,,,Friday
1976-02-20,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,Michigan,/reports/team/Michigan/31,3,ot,,Friday
1976-02-20,WCHA,Michigan State,/reports/team/Michigan-State/32,7,Notre Dame,/reports/team/Notre-Dame/43,6,,,Friday
1976-02-20,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,4,Denver,/reports/team/Denver/20,2,,,Friday
1976-02-20,WCHA,Minnesota,/reports/team/Minnesota/34,4,Colorado College,/reports/team/Colorado-College/16,1,,,Friday
1976-02-20,Non-Conference v. D3,Buffalo State,,3,Bowling Green,/reports/team/Bowling-Green/11,15,,,Friday
1976-02-21,CCHA,St. Louis,,6,Western Michigan,/reports/team/Western-Michigan/57,7,ot,,Saturday
1976-02-21,CCHA,Lake Superior,/reports/team/Lake-Superior/24,4,Ohio State,/reports/team/Ohio-State/44,3,,,Saturday
1976-02-21,ECAC,Princeton,/reports/team/Princeton/45,3,Harvard,/reports/team/Harvard/22,6,,,Saturday
1976-02-21,ECAC,Clarkson,/reports/team/Clarkson/14,4,New Hampshire,/reports/team/New-Hampshire/38,5,ot,,Saturday
1976-02-21,ECAC,Pennsylvania,,2,Dartmouth,/reports/team/Dartmouth/19,4,,,Saturday
1976-02-21,ECAC,Brown,/reports/team/Brown/12,7,Cornell,/reports/team/Cornell/18,3,,,Saturday
1976-02-21,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,2,RPI,/reports/team/RPI/48,5,,,Saturday
1976-02-21,ECAC,Boston University,/reports/team/Boston-University/10,12,Yale,/reports/team/Yale/59,3,,,Saturday
1976-02-21,WCHA,North Dakota,/reports/team/North-Dakota/40,2,Michigan Tech,/reports/team/Michigan-Tech/33,5,,,Saturday
1976-02-21,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,Michigan,/reports/team/Michigan/31,7,,,Saturday
1976-02-21,WCHA,Michigan State,/reports/team/Michigan-State/32,2,Notre Dame,/reports/team/Notre-Dame/43,5,,,Saturday
1976-02-21,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,3,Denver,/reports/team/Denver/20,8,,,Saturday
1976-02-21,WCHA,Minnesota,/reports/team/Minnesota/34,3,Colorado College,/reports/team/Colorado-College/16,4,,,Saturday
1976-02-21,Non-Conference v. D3,Hamilton,,4,Colgate,/reports/team/Colgate/15,8,,,Saturday
1976-02-21,Non-Conference v. D3,Buffalo State,,0,Bowling Green,/reports/team/Bowling-Green/11,13,,,Saturday
1976-02-21,Non-Conference,Boston College,/reports/team/Boston-College/9,6,Army,/reports/team/Army/6,4,,,Saturday
1976-03-05,CCHA,Lake Superior,/reports/team/Lake-Superior/24,1,Western Michigan,/reports/team/Western-Michigan/57,4,,,Friday
1976-03-05,CCHA,Bowling Green,/reports/team/Bowling-Green/11,2,St. Louis,,3,ot,,Friday
1976-03-05,ECAC,Boston University,/reports/team/Boston-University/10,5,Providence,/reports/team/Providence/46,3,,,Friday
1976-03-05,WCHA,Minnesota,/reports/team/Minnesota/34,5,North Dakota,/reports/team/North-Dakota/40,3,,,Friday
1976-03-05,WCHA,Michigan,/reports/team/Michigan/31,3,Michigan State,/reports/team/Michigan-State/32,6,,,Friday
1976-03-05,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,6,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,6,ot,,Friday
1976-03-05,WCHA,Colorado College,/reports/team/Colorado-College/16,7,Denver,/reports/team/Denver/20,5,,,Friday
1976-03-06,CCHA,Lake Superior,/reports/team/Lake-Superior/24,7,Western Michigan,/reports/team/Western-Michigan/57,2,,,Saturday
1976-03-06,ECAC,Yale,/reports/team/Yale/59,2,Harvard,/reports/team/Harvard/22,7,,,Saturday
1976-03-06,ECAC,Cornell,/reports/team/Cornell/18,11,Pennsylvania,,5,,,Saturday
1976-03-06,ECAC,Clarkson,/reports/team/Clarkson/14,5,St. Lawrence,/reports/team/St-Lawrence/53,4,,,Saturday
1976-03-06,ECAC,Vermont,/reports/team/Vermont/55,6,RPI,/reports/team/RPI/48,9,,,Saturday
1976-03-06,ECAC,Brown,/reports/team/Brown/12,8,Dartmouth,/reports/team/Dartmouth/19,7,ot,,Saturday
1976-03-06,WCHA,Minnesota,/reports/team/Minnesota/34,1,North Dakota,/reports/team/North-Dakota/40,5,,,Saturday
1976-03-06,WCHA,Michigan State,/reports/team/Michigan-State/32,6,Michigan,/reports/team/Michigan/31,7,,,Saturday
1976-03-06,WCHA,Notre Dame,/reports/team/Notre-Dame/43,3,Wisconsin,/reports/team/Wisconsin/58,5,,,Saturday
1976-03-06,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,7,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,6,,,Saturday
1976-03-06,WCHA,Denver,/reports/team/Denver/20,3,Colorado College,/reports/team/Colorado-College/16,5,,,Saturday
1976-03-06,Non-Conference,Army,/reports/team/Army/6,3,Union,/reports/team/Union/54,2,,,Saturday
1976-03-07,CCHA,Bowling Green,/reports/team/Bowling-Green/11,3,St. Louis,,3,ot,,Sunday
1976-03-07,WCHA,Notre Dame,/reports/team/Notre-Dame/43,1,Wisconsin,/reports/team/Wisconsin/58,4,,,Sunday
1975-11-27,"Utica Invitational (at Utica Memorial Auditorium, Utica, N.Y.)",New Hampshire,/reports/team/New-Hampshire/38,13,Pennsylvania,,5,,,Thursday
1975-11-27,"Utica Invitational (at Utica Memorial Auditorium, Utica, N.Y.)",Air Force,/reports/team/Air-Force/1,2,Colgate,/reports/team/Colgate/15,6,,,Thursday
1975-11-27,Non-Conference,Boston College,/reports/team/Boston-College/9,2,St. Louis,,4,,,Thursday
1975-11-27,Non-Conf v. Canadian,Concordia,,5,Clarkson,/reports/team/Clarkson/14,1,,,Thursday
1975-11-27,ECAC,Vermont,/reports/team/Vermont/55,4,St. Lawrence,/reports/team/St-Lawrence/53,8,,,Thursday
1975-11-28,"Utica Invitational (at Utica Memorial Auditorium, Utica, N.Y.)",New Hampshire,/reports/team/New-Hampshire/38,4,Colgate,/reports/team/Colgate/15,3,,,Friday
1975-11-28,"Utica Invitational (at Utica Memorial Auditorium, Utica, N.Y.)",Air Force,/reports/team/Air-Force/1,7,Pennsylvania,,5,,,Friday
1975-11-28,ECAC,Vermont,/reports/team/Vermont/55,1,Clarkson,/reports/team/Clarkson/14,3,,,Friday
1975-11-28,WCHA,Michigan State,/reports/team/Michigan-State/32,6,North Dakota,/reports/team/North-Dakota/40,4,,,Friday
1975-11-28,WCHA,Notre Dame,/reports/team/Notre-Dame/43,3,Michigan Tech,/reports/team/Michigan-Tech/33,5,,,Friday
1975-11-28,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,Minnesota,/reports/team/Minnesota/34,2,,,Friday
1975-11-28,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,2,Colorado College,/reports/team/Colorado-College/16,3,ot,,Friday
1975-11-28,WCHA,Michigan,/reports/team/Michigan/31,2,Denver,/reports/team/Denver/20,3,,,Friday
1975-11-28,Non-Conf v. Canadian,Concordia,,6,St. Lawrence,/reports/team/St-Lawrence/53,2,,,Friday
1975-11-28,Exhibition,US Olympic,,4,Cornell,/reports/team/Cornell/18,6,,,Friday
1975-12-27,"RPI Invitational (at , )",Providence,/reports/team/Providence/46,4,Northeastern,/reports/team/Northeastern/41,0,,,Saturday
1975-12-27,"RPI Invitational (at , )",Princeton,/reports/team/Princeton/45,3,RPI,/reports/team/RPI/48,6,,,Saturday
1975-12-27,"Syracuse Invitational (at Onondaga County War Memorial, Syracuse, N.Y.)",Clarkson,/reports/team/Clarkson/14,4,Brown,/reports/team/Brown/12,3,,,Saturday
1975-12-27,"Syracuse Invitational (at Onondaga County War Memorial, Syracuse, N.Y.)",Colgate,/reports/team/Colgate/15,1,Cornell,/reports/team/Cornell/18,6,,,Saturday
1976-01-02,"ECAC Holiday Tournament (at Madison Square Garden, New York)",Pennsylvania,,5,Vermont,/reports/team/Vermont/55,6,,,Friday
1976-01-02,"ECAC Holiday Tournament (at Madison Square Garden, New York)",Clarkson,/reports/team/Clarkson/14,4,Cornell,/reports/team/Cornell/18,2,,,Friday
1976-01-02,WCHA,Notre Dame,/reports/team/Notre-Dame/43,5,North Dakota,/reports/team/North-Dakota/40,3,,,Friday
1976-01-02,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,5,Minnesota,/reports/team/Minnesota/34,10,,,Friday
1976-01-02,WCHA,Michigan,/reports/team/Michigan/31,3,Colorado College,/reports/team/Colorado-College/16,8,,,Friday
1976-01-02,WCHA,Wisconsin,/reports/team/Wisconsin/58,6,Denver,/reports/team/Denver/20,3,,,Friday
1976-01-02,Non-Conference,Brown,/reports/team/Brown/12,5,St. Louis,,4,,,Friday
1976-01-02,Non-Conference,Harvard,/reports/team/Harvard/22,8,Michigan State,/reports/team/Michigan-State/32,6,,,Friday
1976-01-02,Non-Conference,Yale,/reports/team/Yale/59,4,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,11,,,Friday
1976-01-02,"Blue/Green Invitational (at Thompson Arena, Hanover, N.H.)",RPI,/reports/team/RPI/48,4,New Hampshire,/reports/team/New-Hampshire/38,9,,,Friday
1976-01-02,"Blue/Green Invitational (at Thompson Arena, Hanover, N.H.)",Boston College,/reports/team/Boston-College/9,2,Dartmouth,/reports/team/Dartmouth/19,4,,,Friday
1976-01-04,"ECAC Holiday Tournament (at Madison Square Garden, New York)",Vermont,/reports/team/Vermont/55,5,Clarkson,/reports/team/Clarkson/14,10,,,Sunday
1976-01-04,"ECAC Holiday Tournament (at Madison Square Garden, New York)",Pennsylvania,,2,Cornell,/reports/team/Cornell/18,8,,,Sunday
1976-01-04,Non-Conference,Brown,/reports/team/Brown/12,5,St. Louis,,4,,,Sunday
1975-12-30,"Great Lakes Invitational (at Detroit Olympia, Detroit)",Boston University,/reports/team/Boston-University/10,4,Pennsylvania,,2,,GLI 3rd place,Tuesday
1975-12-30,"Great Lakes Invitational (at Detroit Olympia, Detroit)",Pennsylvania,,2,Boston University,/reports/team/Boston-University/10,4,,,Tuesday
1975-12-30,"Great Lakes Invitational (at Detroit Olympia, Detroit)",Michigan,/reports/team/Michigan/31,6,Michigan Tech,/reports/team/Michigan-Tech/33,5,,GLI Championship,Tuesday
1975-12-30,Non-Conf v. Canadian,Ottawa,,8,Vermont,/reports/team/Vermont/55,8,ot,,Tuesday
1975-12-30,Non-Conference,Yale,/reports/team/Yale/59,5,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,4,,,Tuesday
1975-12-30,Exhibition,Kladno,,9,Colorado College,/reports/team/Colorado-College/16,3,,,Tuesday
1975-11-22,ECAC,Colgate,/reports/team/Colgate/15,2,Clarkson,/reports/team/Clarkson/14,4,,,Saturday
1975-11-22,Non-Conference v. D3,Air Force,/reports/team/Air-Force/1,8,Mankato State,/reports/team/Mankato-State/35,3,,,Saturday
1975-11-22,Non-Conference v. D3,Ohio State,/reports/team/Ohio-State/44,9,Lake Forest,,7,,,Saturday
1975-11-22,Non-Conf v. Canadian,Windsor,,4,Western Michigan,/reports/team/Western-Michigan/57,8,,,Saturday
1975-11-22,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,6,Michigan,/reports/team/Michigan/31,3,,,Saturday
1975-11-22,WCHA,Minnesota,/reports/team/Minnesota/34,4,Michigan State,/reports/team/Michigan-State/32,2,,,Saturday
1975-11-22,WCHA,Denver,/reports/team/Denver/20,4,Notre Dame,/reports/team/Notre-Dame/43,1,,,Saturday
1975-11-22,WCHA,North Dakota,/reports/team/North-Dakota/40,2,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,4,,,Saturday
1975-11-22,WCHA,Colorado College,/reports/team/Colorado-College/16,3,Wisconsin,/reports/team/Wisconsin/58,6,,,Saturday
1975-11-22,Non-Conference,York,,8,Cornell,/reports/team/Cornell/18,5,,,Saturday
1975-11-22,Non-Conference,Lake Superior,/reports/team/Lake-Superior/24,1,St. Lawrence,/reports/team/St-Lawrence/53,4,,,Saturday
1975-11-22,Non-Conference,RPI,/reports/team/RPI/48,6,Bowling Green,/reports/team/Bowling-Green/11,5,,,Saturday
1975-11-22,Exhibition,Merrimack,/reports/team/Merrimack/29,1,Brown,/reports/team/Brown/12,2,,,Saturday
1975-12-02,ECAC,Boston University,/reports/team/Boston-University/10,6,New Hampshire,/reports/team/New-Hampshire/38,5,,,Tuesday
1975-12-02,ECAC,Northeastern,/reports/team/Northeastern/41,4,Harvard,/reports/team/Harvard/22,5,,,Tuesday
1975-12-02,ECAC,Brown,/reports/team/Brown/12,4,Boston College,/reports/team/Boston-College/9,5,,,Tuesday
1975-12-02,ECAC,Pennsylvania,,9,Yale,/reports/team/Yale/59,2,,,Tuesday
1975-12-02,Non-Conference v. D3,Massachusetts,/reports/team/Massachusetts/27,1,Providence,/reports/team/Providence/46,10,,,Tuesday
1975-12-02,Non-Conference v. D3,Ohio State,/reports/team/Ohio-State/44,8,Buffalo State,,2,,,Tuesday
1975-12-06,ECAC,Harvard,/reports/team/Harvard/22,3,Pennsylvania,,4,,,Saturday
1975-12-06,ECAC,Cornell,/reports/team/Cornell/18,5,Yale,/reports/team/Yale/59,4,,,Saturday
1975-12-06,ECAC,Clarkson,/reports/team/Clarkson/14,3,RPI,/reports/team/RPI/48,5,,,Saturday
1975-12-06,ECAC,Vermont,/reports/team/Vermont/55,3,St. Lawrence,/reports/team/St-Lawrence/53,5,,,Saturday
1975-12-06,ECAC,Colgate,/reports/team/Colgate/15,2,Brown,/reports/team/Brown/12,7,,,Saturday
1975-12-06,ECAC,Northeastern,/reports/team/Northeastern/41,6,Princeton,/reports/team/Princeton/45,5,,,Saturday
1975-12-06,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,4,Michigan Tech,/reports/team/Michigan-Tech/33,8,,,Saturday
1975-12-06,WCHA,Wisconsin,/reports/team/Wisconsin/58,2,Notre Dame,/reports/team/Notre-Dame/43,2,ot,,Saturday
1975-12-06,WCHA,Michigan,/reports/team/Michigan/31,8,Michigan State,/reports/team/Michigan-State/32,4,,,Saturday
1975-12-06,WCHA,North Dakota,/reports/team/North-Dakota/40,6,Minnesota,/reports/team/Minnesota/34,3,,,Saturday
1975-12-06,WCHA,Denver,/reports/team/Denver/20,4,Colorado College,/reports/team/Colorado-College/16,7,,,Saturday
1975-12-06,Non-Conference v. D3,Western Michigan,/reports/team/Western-Michigan/57,12,Lake Forest,,4,,,Saturday
1975-12-06,Non-Conference,Lowell,/reports/team/Lowell/26,6,Army,/reports/team/Army/6,10,,,Saturday
1975-12-06,Non-Conf v. Canadian,Waterloo,,4,Lake Superior,/reports/team/Lake-Superior/24,4,ot,,Saturday
1975-12-06,Non-Conf v. Canadian,Wilfrid Laurier,,1,Bowling Green,/reports/team/Bowling-Green/11,14,,,Saturday
1975-12-06,Non-Conf v. Canadian,Manitoba,,6,Air Force,/reports/team/Air-Force/1,9,,,Saturday
1975-12-09,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,7,Colgate,/reports/team/Colgate/15,5,,,Tuesday
1975-12-09,ECAC,Princeton,/reports/team/Princeton/45,6,Pennsylvania,,2,,,Tuesday
1975-12-09,ECAC,Yale,/reports/team/Yale/59,2,Brown,/reports/team/Brown/12,10,,,Tuesday
1975-12-09,Non-Conference v. D3,Bowdoin,,2,New Hampshire,/reports/team/New-Hampshire/38,7,,,Tuesday
1975-12-09,Non-Conference,Bridgewater Stat,,1,Army,/reports/team/Army/6,14,,,Tuesday
1975-12-09,Exhibition,US Olympic,,9,Colorado College,/reports/team/Colorado-College/16,2,,,Tuesday
1975-12-10,ECAC,Boston College,/reports/team/Boston-College/9,5,Providence,/reports/team/Providence/46,6,,,Wednesday
1975-12-10,ECAC,Harvard,/reports/team/Harvard/22,3,Boston University,/reports/team/Boston-University/10,8,,,Wednesday
1975-12-10,ECAC,New Hampshire,/reports/team/New-Hampshire/38,3,Northeastern,/reports/team/Northeastern/41,2,ot,,Wednesday
