Team,Player,No,Position,Position,Yr,Ht,Wt,DOB,Hometown,Position,Position,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League
Miami,Blake Mesenburg,26,Forwards,Forwards,So,5-11,183,6/5/2002,"Orono, Minn.",Forwards,Forwards,71,,,,St. Cloud,NAHL
Miami,Brayden Morrison,23,Forwards,Forwards,Sr,5-11,175,5/4/2002,"Calgary, Alb.",Forwards,Forwards,71,,,,Wisconsin,B10
Miami,Albin Nilsson,9,Forwards,Forwards,Gr,6-0,195,9/18/1998,"Ljungby, Sweden",Forwards,Forwards,72,,,,Niagara,AHA
Miami,Ryan Sullivan,22,Forwards,Forwards,Gr,5-11,190,3/7/2000,"Grosse Pointe, Mich.",Forwards,Forwards,71,,,,Massachusetts,HEA
Miami,Artur Turansky,25,Forwards,Forwards,So,5-11,176,7/12/2001,"Bratislava, Slovakia",Forwards,Forwards,71,,,,Lone Star,NAHL
Miami,Raimonds Vitolins,6,Forwards,Forwards,Jr,6-1,180,1/12/2002,"Ogre, Latvia",Forwards,Forwards,73,,,,Vermont,HEA
Miami,John Waldron,17,Forwards,Forwards,So,6-1,185,11/13/2002,"Batavia, Ill.",Forwards,Forwards,73,,,,Waterloo,USHL
Miami,Bruno Bruveris,30,Goaltenders,Goaltenders,Fr,6-0,173,3/9/2002,"Riga, Latvia",Goaltenders,Goaltenders,72,,,,Cedar Rapids,USHL
Miami,Carter McPhail,33,Goaltenders,Goaltenders,Sr,5-11,178,12/4/1998,"Fenton, Mich.",Goaltenders,Goaltenders,71,,,,Ferris State,CCHA
Miami,Logan Neaton,31,Goaltenders,Goaltenders,Gr,6-4,200,4/7/1999,"Brighton, Mich.",Goaltenders,Goaltenders,76,2019,WPG,5,Mass.-Lowell,HEA
Augustana,Shay Donovan,28,Defensemen,Defensemen,Gr,6-3,195,5/26/1998,"Duluth, Minn.",Defensemen,Defensemen,75,,,,Wisconsin,B10
Augustana,Hayden Hennen,9,Defensemen,Defensemen,Fr,6-4,0,8/13/2002,"Hallock, Minn.",Defensemen,Defensemen,76,,,,Anchorage,NAHL
Augustana,Jeff Hutchinson,84,Defensemen,Defensemen,Fr,6-2,0,5/2/2002,"St. Louis, Mo.",Defensemen,Defensemen,74,,,,New Mexico,NAHL
Augustana,Evan McIntyre,7,Defensemen,Defensemen,Sr,5-10,174,10/17/2000,"Oakville, Ont.",Defensemen,Defensemen,70,,,,Ohio State,B10
Augustana,Ethan Perrault,6,Defensemen,Defensemen,Fr,6-3,0,1/26/2003,"Tipp City, Ohio",Defensemen,Defensemen,75,,,,Johnstown,NAHL
Augustana,Uula Ruikka,20,Defensemen,Defensemen,Sr,5-9,168,5/28/2000,"Oulu, Finland",Defensemen,Defensemen,69,,,,Providence,HEA
Augustana,Anthony Stark,3,Defensemen,Defensemen,Gr,5-9,170,4/9/1999,"New York, N.Y.",Defensemen,Defensemen,69,,,,Colgate,ECAC
Augustana,Brady Ziemer,22,Defensemen,Defensemen,Sr,5-10,180,5/24/2000,"Carver, Minn.",Defensemen,Defensemen,70,,,,St. Cloud State,NCHC
Augustana,Hunter Bischoff,12,Forwards,Forwards,Fr,6-1,190,3/24/2003,"Cohasset, Minn.",Forwards,Forwards,73,,,,Youngstown,USHL
Augustana,Owen Bohn,81,Forwards,Forwards,Fr,5-11,0,2/12/2002,"San Jose, Calif.",Forwards,Forwards,71,,,,Victoria,BCHL
Augustana,Chase Brand,27,Forwards,Forwards,Gr,5-10,165,2/25/1999,"Nevis, Minn.",Forwards,Forwards,70,,,,St. Cloud State,NCHC
Augustana,Simon Falk,23,Forwards,Forwards,Jr,6-3,200,1/20/2000,"Värmdö, Sweden",Forwards,Forwards,75,,,,Alaska,Independents
Augustana,Colton Friesen,24,Forwards,Forwards,So,5-10,170,12/9/2001,"Winnipeg, MB",Forwards,Forwards,70,,,,Wisconsin-Superior,DIII
Augustana,Callum Gau,26,Forwards,Forwards,Fr,6-2,0,6/19/2002,"Camrose, Alb.",Forwards,Forwards,74,,,,Camrose,AJHL
Augustana,Will Howard,13,Forwards,Forwards,Fr,6-2,0,7/30/2002,"Grand Forks, N.D.",Forwards,Forwards,74,,,,New Mexico,NAHL
Augustana,Jack Jensen,18,Forwards,Forwards,Jr,6-2,205,8/31/2000,"Eden Prairie, Minn.",Forwards,Forwards,74,,,,Arizona State,Independents
Augustana,Brett Meerman,72,Forwards,Forwards,Fr,5-9,0,2/4/2002,"Blackfalds, Alb.",Forwards,Forwards,69,,,,Blackfalds,AJHL
Augustana,Luke Mobley,15,Forwards,Forwards,Sr,6-3,215,11/26/1999,"St. Louis Park, Minn.",Forwards,Forwards,75,,,,Clarkson,ECAC
Augustana,Ryan Naumovski,17,Forwards,Forwards,Gr,6-0,160,7/28/1999,"Shelby Township, Mich.",Forwards,Forwards,72,,,,Niagara,AHA
Augustana,Quinn Rudrud,21,Forwards,Forwards,So,6-2,185,8/18/2001,"Farmington, Minn.",Forwards,Forwards,74,,,,Alaska,Independents
Augustana,Brian Silver,25,Forwards,Forwards,Sr,5-10,180,11/6/2000,"Lake Bluff, Ill.",Forwards,Forwards,70,,,,Miami,NCHC
Augustana,Will Svenddal,19,Forwards,Forwards,So,6-1,196,10/12/2001,"Minneapolis, Minn.",Forwards,Forwards,73,,,,Minnesota,NAHL
Augustana,Ben Troumbly,8,Forwards,Forwards,So,5-7,0,11/21/2001,"Bovey, Minn.",Forwards,Forwards,67,,,,Bismarck,NAHL
Augustana,Arnaud Vachon,10,Forwards,Forwards,Gr,6-2,209,5/13/1998,"Ajax, Ont.",Forwards,Forwards,74,,,,Colgate,ECAC
Augustana,Kayden Hargraves,29,Goaltenders,Goaltenders,Fr,6-1,0,2/25/2002,"Denver, Colo.",Goaltenders,Goaltenders,73,,,,Fairbanks,NAHL
Augustana,Josh Kotai,32,Goaltenders,Goaltenders,Fr,6-2,0,3/13/2003,"Abbotsford, B.C.",Goaltenders,Goaltenders,74,,,,Battleford,SJHL
Augustana,Zack Rose,40,Goaltenders,Goaltenders,Gr,6-1,185,7/3/1999,"Paradise, Newf.",Goaltenders,Goaltenders,73,,,,Bowling Green,CCHA
Mass Lowell,Mitchell Becker,2,Defensemen,Defensemen,So,6-4,222,5/24/2001,"Rogers, Minn.",Defensemen,Defensemen,76,,,,New Mexico,NAHL
Mass Lowell,Gabe Blanchard,77,Defensemen,Defensemen,Jr,6-1,199,9/15/2000,"East Aurora, N.Y.",Defensemen,Defensemen,73,,,,Sioux City,USHL
Mass Lowell,Ben Brunette,52,Defensemen,Defensemen,Fr,6-0,190,8/1/2002,"North Bay, Ont.",Defensemen,Defensemen,72,,,,Penticton,BCHL
Mass Lowell,Adam Cardona,22,Defensemen,Defensemen,Fr,6-2,200,10/5/2003,"Beaconsfield, Que.",Defensemen,Defensemen,74,,,,Omaha,USHL
Mass Lowell,Mark Cooper,7,Defensemen,Defensemen,So,5-10,180,3/1/2001,"Cambridge, Ont.",Defensemen,Defensemen,70,,,,Hawkesbury,CCHL
Mass Lowell,Brehdan Engum,10,Defensemen,Defensemen,Sr,6-3,221,8/10/2000,"Burnsville, Minn.",Defensemen,Defensemen,75,,,,Waterloo,USHL
Mass Lowell,Isac Jonsson,6,Defensemen,Defensemen,Jr,5-10,182,10/8/2000,"Ängelholm, Sweden",Defensemen,Defensemen,70,,,,Tri-City,USHL
Mass Lowell,Sean Kilcullen,18,Defensemen,Defensemen,Fr,6-0,190,8/3/2002,"Kensington, Md.",Defensemen,Defensemen,72,,,,Maryland,NAHL
Mass Lowell,Ben Meehan,14,Defensemen,Defensemen,Sr,6-0,188,4/20/2001,"Walpole, Mass.",Defensemen,Defensemen,72,2020,LAK,5,Cedar Rapids,USHL
Mass Lowell,TJ Schweighardt,4,Defensemen,Defensemen,So,5-10,182,3/15/2001,"Wayne, N.J.",Defensemen,Defensemen,70,,,,Youngstown,USHL
Mass Lowell,Dillan Bentley,19,Forwards,Forwards,So,6-4,192,3/31/2001,"Peoria, Ill.",Forwards,Forwards,76,,,,New Mexico,NAHL
Mass Lowell,Owen Cole,5,Forwards,Forwards,Jr,5-10,183,1/29/2000,"Dunnville, Ont.",Forwards,Forwards,70,,,,Brooks,AJHL
Mass Lowell,Jack Collins,9,Forwards,Forwards,So,6-4,221,11/13/2001,"Canton, N.Y.",Forwards,Forwards,76,,,,Lone Star,NAHL
Mass Lowell,Matt Crasa,25,Forwards,Forwards,Jr,5-11,190,3/4/2001,"New York, N.Y.",Forwards,Forwards,71,,,,Fargo,USHL
Mass Lowell,Filip Fornåå Svensson,13,Forwards,Forwards,Gr,6-4,215,1/5/1999,"Linköping, Sweden",Forwards,Forwards,76,,,,Alaska,D-I Independent
Mass Lowell,Owen Fowler,16,Forwards,Forwards,So,5-9,190,6/4/2002,"Tewksbury, Mass.",Forwards,Forwards,69,,,,Sioux City,USHL
Mass Lowell,Nick Granowicz,71,Forwards,Forwards,Fr,6-1,183,3/28/1998,"Macomb, Mich.",Forwards,Forwards,73,,,,Michigan,B10
Mass Lowell,Jonathan Horn,17,Forwards,Forwards,Fr,6-0,190,2/16/2002,"Southbury, Conn.",Forwards,Forwards,72,,,,Vernon,BCHL
Mass Lowell,Jaiden Moriello,8,Forwards,Forwards,Fr,6-2,190,5/4/2003,"Saugus, Mass.",Forwards,Forwards,74,,,,West Kelowna,BCHL
Mass Lowell,Shawn O'Donnell,23,Forwards,Forwards,Fr,5-11,180,6/21/2003,"Pittsburgh, Pa.",Forwards,Forwards,71,,,,Dubuque,USHL
Mass Lowell,Stefan Owens,27,Forwards,Forwards,Jr,5-10,176,4/24/2000,"Midlothian, Va.",Forwards,Forwards,70,,,,Maine,NAHL
Mass Lowell,Alex Peterson,11,Forwards,Forwards,Gr,5-10,180,3/27/1998,"Lansdale, Pa.",Forwards,Forwards,70,,,,Holy Cross,AHA
Mass Lowell,Nick Rhéaume,26,Forwards,Forwards,So,6-2,197,5/2/2002,"Sherbrooke, Que.",Forwards,Forwards,74,,,,Prince George,BCHL
Mass Lowell,Girts Silkalns,21,Forwards,Forwards,Fr,6-2,187,6/30/2003,"Talsi, Latvia",Forwards,Forwards,74,,,,Fargo,USHL
Mass Lowell,Jake Stella,28,Forwards,Forwards,Sr,5-11,190,11/14/1998,"Karlstad, Sweden",Forwards,Forwards,71,,,,American Int'l,Atlantic Hockey
Mass Lowell,Roc Truman,12,Forwards,Forwards,So,6-0,198,4/25/2001,"Lethbridge, Alb.",Forwards,Forwards,72,,,,Camrose,AJHL
Mass Lowell,Scout Truman,24,Forwards,Forwards,So,5-10,188,10/15/2002,"Lethbridge, Alb.",Forwards,Forwards,70,,,,Des Moines,USHL
Mass Lowell,Jak Vaarwerk,29,Forwards,Forwards,Fr,6-0,180,6/13/2003,"East Amherst, N.Y.",Forwards,Forwards,72,,,,Des Moines,USHL
Mass Lowell,Edvard Nordlund,39,Goaltenders,Goaltenders,Jr,6-2,183,7/12/2001,"Stockholm, Sweden",Goaltenders,Goaltenders,74,,,,Danbury,NAHL
Mass Lowell,Luke Pavicich,1,Goaltenders,Goaltenders,Jr,6-2,195,3/21/2002,"Clarence Center, N.Y.",Goaltenders,Goaltenders,74,,,,Kenai River,NAHL
Mass Lowell,Henry Welsch,33,Goaltenders,Goaltenders,Sr,6-2,200,11/17/2000,"Lakeville, Minn.",Goaltenders,Goaltenders,74,,,,Aberdeen,NAHL
Michigan Tech,Oliver Bezick,24,Defensemen,Defensemen,So,6-0,190,6/12/2001,"Delray Beach, Fla.",Defensemen,Defensemen,72,,,,Amarillo,NAHL
Michigan Tech,Matthew Campbell,15,Defensemen,Defensemen,Fr,6-1,180,3/4/2003,"North Vancouver, B.C.",Defensemen,Defensemen,73,,,,Quinnipiac,ECAC
Michigan Tech,Lachlan Getz,10,Defensemen,Defensemen,Fr,6-3,195,2/1/2002,"Northfield, Ill.",Defensemen,Defensemen,75,,,,Boston University,HEA
Michigan Tech,Cameron Moger,2,Defensemen,Defensemen,Fr,6-2,177,4/22/2002,"Vernon, B.C.",Defensemen,Defensemen,74,,,,Coquitlam,BCHL
Michigan Tech,Evan Orr,26,Defensemen,Defensemen,So,5-11,185,1/9/2001,"Shelby Township, Mich.",Defensemen,Defensemen,71,,,,Northeast,NAHL
Michigan Tech,Chase Pietila,17,Defensemen,Defensemen,Fr,6-3,188,3/3/2004,"Howell, Mich.",Defensemen,Defensemen,75,,,,Youngstown,USHL
Michigan Tech,Jed Pietila,25,Defensemen,Defensemen,Sr,5-11,190,1/13/1999,"Howell, Mich.",Defensemen,Defensemen,71,,,,Austin,NAHL
Michigan Tech,Trevor Russell,8,Defensemen,Defensemen,Jr,6-2,205,2/2/2000,"Old Hickory, Tenn.",Defensemen,Defensemen,74,,,,Aberdeen,NAHL
Michigan Tech,Kasper Vaharautio,7,Defensemen,Defensemen,So,6-0,194,10/2/2002,"Vantaa, Finland",Defensemen,Defensemen,72,,,,Jokerit,SM-sarja
Michigan Tech,Nick Williams,19,Defensemen,Defensemen,Fr,5-10,177,9/21/2002,"Edina, Minn.",Defensemen,Defensemen,70,,,,Youngstown,USHL
Michigan Tech,Henry Bartle,4,Forwards,Forwards,Fr,6-2,185,6/3/2003,"Blaine, Minn.",Forwards,Forwards,74,,,,Des Moines,USHL
Michigan Tech,Tyrone Bronte,5,Forwards,Forwards,Sr,5-10,180,5/7/1999,"Melbourne, Austria",Forwards,Forwards,70,,,,Ala.-Huntsville,WCHA
Michigan Tech,Arvid Caderoth,20,Forwards,Forwards,Sr,6-5,220,5/14/2000,"Gothenburg, Sweden",Forwards,Forwards,77,,,,Frolunda HC,Europe
Michigan Tech,Isaac Gordon,16,Forwards,Forwards,Fr,5-11,190,1/29/2004,"Landmark, Man.",Forwards,Forwards,71,,,,Sioux Falls,USHL
Michigan Tech,Max Koskipirtti,14,Forwards,Forwards,Fr,6-0,180,8/16/2004,"Espoo, Finland",Forwards,Forwards,72,,,,Kiekko-Espoo,SM-sarja
Michigan Tech,Kyle Kukkonen,9,Forwards,Forwards,So,5-10,177,11/13/2002,"Maple Grove, Minn.",Forwards,Forwards,70,2021,ANA,6,Madison,USHL
Michigan Tech,Trevor Kukkonen,23,Forwards,Forwards,So,5-10,184,2/1/2001,"Maple Grove, Minn.",Forwards,Forwards,70,,,,Minnesota,NAHL
Michigan Tech,Ryland Mosley,11,Forwards,Forwards,Sr,5-11,190,2/15/2000,"Arnprior, Ont.",Forwards,Forwards,71,,,,Carleton Place,CCHL
Michigan Tech,Alex Nordstrom,18,Forwards,Forwards,Jr,6-0,180,11/15/2000,"Atlantic Mine, Mich.",Forwards,Forwards,72,,,,Green Bay,USHL
Michigan Tech,Marcus Pedersen,22,Forwards,Forwards,Jr,6-3,200,5/25/2001,"Stockholm, Sweden",Forwards,Forwards,75,,,,Malmo,J20 Nationell
Michigan Tech,Logan Pietila,13,Forwards,Forwards,Sr,5-11,185,1/27/2000,"Howell, Mich.",Forwards,Forwards,71,,,,Dubuque,USHL
Michigan Tech,Lauri Raiman,6,Forwards,Forwards,Fr,5-11,179,1/27/2004,"Vantaa, Finland",Forwards,Forwards,71,,,,Pelicans,SM-sarja
Michigan Tech,Kash Rasmussen,12,Forwards,Forwards,So,6-2,185,4/20/2001,"Cochrane, Alb.",Forwards,Forwards,74,,,,Bonnyville,AJHL
Michigan Tech,Blais Richartz,21,Forwards,Forwards,Sr,6-0,195,6/23/2000,"Menomonie, Wis.",Forwards,Forwards,72,,,,Lincoln,USHL
Michigan Tech,Levi Stauber,28,Forwards,Forwards,Jr,5-11,184,1/16/2000,"Hermantown, Minn.",Forwards,Forwards,71,,,,Danbury,NAHL
Michigan Tech,Austen Swankler,27,Forwards,Forwards,Jr,6-0,185,8/21/2001,"North Huntingdon, Pa.",Forwards,Forwards,72,,,,Bowling Green,CCHA
Michigan Tech,Jack Works,29,Forwards,Forwards,Jr,5-11,185,5/23/2001,"Yellowknife, NWT",Forwards,Forwards,71,,,,Denver,NCHC
Michigan Tech,Michael Morelli,35,Goaltenders,Goaltenders,So,5-11,180,4/25/2001,"Arvada, Colo.",Goaltenders,Goaltenders,71,,,,Maryland,NAHL
Michigan Tech,Blake Pietila,31,Goaltenders,Goaltenders,Sr,6-0,178,1/27/2000,"Howell, Mich.",Goaltenders,Goaltenders,72,,,,Cedar Rapids,USHL
Michigan Tech,Max Vayrynen,30,Goaltenders,Goaltenders,So,6-2,195,6/18/2002,"Espoo, Finland",Goaltenders,Goaltenders,74,,,,Assat,SM-sarja
Denver,Kent Anderson,21,Defensemen,Defensemen,So,6-3,205,11/13/2003,"Calgary, Alb.",Defensemen,Defensemen,75,,,,Green Bay,USHL
Denver,Cale Ashcroft,3,Defensemen,Defensemen,Fr,5-11,190,8/5/2004,"St. Albert, Alb.",Defensemen,Defensemen,71,,,,Tri-City,USHL
Denver,Sean Behrens,2,Defensemen,Defensemen,Jr,5-10,190,3/31/2003,"Barrington, Ill.",Defensemen,Defensemen,70,2021,COL,2,US Under-18 Team,NTDP
Denver,Garrett Brown,5,Defensemen,Defensemen,Fr,6-3,200,4/4/2004,"San Jose, Calif.",Defensemen,Defensemen,75,2022,WPG,4,Waterloo,USHL
Denver,Boston Buckberger,9,Defensemen,Defensemen,Fr,5-11,180,6/1/2003,"Saskatoon, Sask.",Defensemen,Defensemen,71,,,,Lincoln,USHL
Denver,Zeev Buium,28,Defensemen,Defensemen,Fr,6-2,180,12/7/2005,"Laguna Niguel, Calif.",Defensemen,Defensemen,74,,,,US Under-18 Team,NTDP
Denver,Shai Buium,8,Defensemen,Defensemen,Jr,6-4,210,3/26/2003,"San Diego, Calif.",Defensemen,Defensemen,76,2021,DET,2,Sioux City,USHL
Denver,Lucas Olvestad,11,Defensemen,Defensemen,So,6-1,185,3/19/2002,"Tampa, Fla.",Defensemen,Defensemen,73,,,,Dubuque,USHL
Denver,Tristan Broz,16,Forwards,Forwards,Jr,6-0,190,10/10/2002,"Bloomington, Minn.",Forwards,Forwards,72,2021,PIT,2,Minnesota,Big Ten
Denver,Connor Caponi,22,Forwards,Forwards,Sr,5-9,185,3/20/2000,"Nashville, Tenn.",Forwards,Forwards,69,,,,Waterloo,USHL
Denver,Kieran Cebrian,24,Forwards,Forwards,Fr,6-2,195,3/31/2003,"Denver, Colo.",Forwards,Forwards,74,,,,Tri-City,USHL
Denver,Jack Devine,4,Forwards,Forwards,Jr,5-11,180,10/2/2003,"Glencoe, Ill.",Forwards,Forwards,71,2022,FLA,7,US Under-18 Team,NTDP
Denver,Sam Harris,12,Forwards,Forwards,Fr,6-1,190,10/14/2003,"San Diego, Calif.",Forwards,Forwards,73,2023,MTL,5,Sioux Falls,USHL
Denver,Carter King,15,Forwards,Forwards,Jr,5-11,195,8/30/2001,"Calgary, Alb.",Forwards,Forwards,71,,,,Surrey,BCHL
Denver,Peter LaJoy,17,Forwards,Forwards,Fr,5-7,165,2/27/2002,"Evergreen, Colo.",Forwards,Forwards,67,,,,Danbury,NAHL
Denver,Tristan Lemyre,29,Forwards,Forwards,So,5-9,170,1/15/2001,"Mirabel, Que.",Forwards,Forwards,69,,,,Dubuque,USHL
Denver,Rieger Lorenz,14,Forwards,Forwards,So,6-3,205,3/30/2004,"Calgary, Alb.",Forwards,Forwards,75,2022,MIN,2,Okotoks,AJHL
Denver,Miko Matikka,10,Forwards,Forwards,Fr,6-4,200,10/26/2003,"Helsinki, Finland",Forwards,Forwards,76,2022,ARI,3,Waterloo,USHL
Denver,Massimo Rizzo,13,Forwards,Forwards,Jr,5-11,185,6/13/2001,"Burnaby, B.C.",Forwards,Forwards,71,2019,CAR,7,Chilliwack,BCHL
Denver,Aidan Thompson,7,Forwards,Forwards,So,5-11,175,2/18/2002,"Fort Collins, Colo.",Forwards,Forwards,71,2022,CHI,3,Lincoln,USHL
Denver,McKade Webster,6,Forwards,Forwards,Sr,5-11,190,7/28/2000,"St. Louis, Mo.",Forwards,Forwards,71,2019,TBL,7,Green Bay,USHL
Denver,Alex Weiermair,39,Forwards,Forwards,Fr,6-1,190,5/10/2005,"Los Angeles, Calif.",Forwards,Forwards,73,,,,US Under-18 Team,NTDP
Denver,Jared Wright,18,Forwards,Forwards,So,6-3,195,11/22/2002,"Burnsville, Minn.",Forwards,Forwards,75,2022,LAK,6,Omaha,USHL
Denver,Jack Caruso,31,Goaltenders,Goaltenders,Sr,5-10,190,6/7/1999,"St. Louis, Mo.",Goaltenders,Goaltenders,70,,,,Fairbanks,NAHL
Denver,Matt Davis,35,Goaltenders,Goaltenders,Jr,6-1,195,6/16/2001,"Calgary, Alb.",Goaltenders,Goaltenders,73,,,,Green Bay,USHL
Denver,Paxton Geisel,30,Goaltenders,Goaltenders,Fr,6-1,190,1/18/2004,"Estevan, Sask.",Goaltenders,Goaltenders,73,,,,Muskegon,USHL
Denver,Freddie Halyk,1,Goaltenders,Goaltenders,Fr,6-5,210,8/27/2003,"Cochrane, Alb.",Goaltenders,Goaltenders,77,,,,Camrose,AJHL
St Cloud State,Dylan Anhorn,4,Defensemen,Defensemen,Gr,6-0,185,1/21/1999,"Calgary, Alb.",Defensemen,Defensemen,72,,,,Union,ECAC
St Cloud State,Warren Clark,5,Defensemen,Defensemen,Fr,6-3,195,8/31/2004,"Riverside, Ont.",Defensemen,Defensemen,75,2023,TBL,6,Steinbach,MJHL
St Cloud State,Tynan Ewart,8,Defensemen,Defensemen,Fr,6-2,160,2/26/2002,"Duncan, B.C.",Defensemen,Defensemen,74,,,,Battleford,SJHL
St Cloud State,Karl Falk,2,Defensemen,Defensemen,Sr,6-3,205,1/20/2000,"Värmdö, Sweden",Defensemen,Defensemen,75,,,,Alaska,DI Independent
St Cloud State,Josh Luedtke,21,Defensemen,Defensemen,Jr,5-9,175,9/29/2000,"Minnetonka, Minn.",Defensemen,Defensemen,69,,,,Des Moines,USHL
St Cloud State,Jack Peart,23,Defensemen,Defensemen,Jr,5-11,175,5/15/2003,"Grand Rapids, Minn.",Defensemen,Defensemen,71,2021,MIN,2,Fargo,USHL
St Cloud State,Mason Reiners,6,Defensemen,Defensemen,So,6-1,195,5/3/2001,"Edina, Minn.",Defensemen,Defensemen,73,,,,Waterloo,USHL
St Cloud State,Kaleb Tiessen,27,Defensemen,Defensemen,Fr,6-5,210,6/3/2002,"Leamington, Ont.",Defensemen,Defensemen,77,,,,Maryland,NAHL
St Cloud State,Cooper Wylie,26,Defensemen,Defensemen,So,6-1,190,10/26/2001,"Stillwater, Minn.",Defensemen,Defensemen,73,,,,Waterloo,USHL
St Cloud State,Grant Ahcan,11,Forwards,Forwards,So,5-10,160,5/18/2002,"Burnsville, Minn.",Forwards,Forwards,70,,,,Cedar Rapids,USHL
St Cloud State,Ethan AuCoin,17,Forwards,Forwards,So,6-1,170,8/10/2002,"Calgary, Alb.",Forwards,Forwards,73,,,,Lloydminster,AJHL
St Cloud State,Tyson Gross,13,Forwards,Forwards,Fr,6-3,180,9/23/2002,"Calgary, Alb.",Forwards,Forwards,75,,,,Cedar Rapids,USHL
St Cloud State,Barrett Hall,15,Forwards,Forwards,Fr,6-0,170,12/29/2003,"Apple Valley, Minn.",Forwards,Forwards,72,2022,SEA,6,Green Bay,USHL
St Cloud State,Adam Ingram,34,Forwards,Forwards,So,6-1,175,10/14/2003,"West St. Paul, Man.",Forwards,Forwards,73,2022,NSH,3,Youngstown,USHL
St Cloud State,Kyler Kupka,10,Forwards,Forwards,Gr,6-0,185,5/11/1999,"Camrose, Alb.",Forwards,Forwards,72,,,,Camrose,AJHL
St Cloud State,Verner Miettinen,19,Forwards,Forwards,Fr,5-11,165,4/7/2003,"Espoo, Finland",Forwards,Forwards,71,,,,Fargo,USHL
St Cloud State,Veeti Miettinen,29,Forwards,Forwards,Sr,5-9,160,9/20/2001,"Espoo, Finland",Forwards,Forwards,69,2020,TOR,6,Kiekko-Espoo U20,Europe
St Cloud State,Joe Molenaar,22,Forwards,Forwards,Sr,6-1,175,10/16/1999,"Minnetonka, Minn.",Forwards,Forwards,73,,,,Cedar Rapids,USHL
St Cloud State,Zach Okabe,14,Forwards,Forwards,Gr,5-9,170,1/4/2001,"Okotoks, Alb.",Forwards,Forwards,69,,,,Grande Prairie,AJHL
St Cloud State,Nick Portz,18,Forwards,Forwards,Sr,5-11,174,5/15/2000,"St. Cloud, Minn.",Forwards,Forwards,71,,,,North Dakota,NCHC
St Cloud State,Jack Reimann,7,Forwards,Forwards,Fr,6-0,190,10/10/2002,"Ham Lake, Minn.",Forwards,Forwards,72,,,,Des Moines,USHL
St Cloud State,Jack Rogers,20,Forwards,Forwards,So,6-1,190,9/23/2002,"East Northport, N.Y.",Forwards,Forwards,73,,,,Steinbach,MJHL
St Cloud State,Ryan Rosborough,12,Forwards,Forwards,Jr,6-3,190,5/24/2000,"Mount Brydges, Ont.",Forwards,Forwards,75,,,,Boston,NCDC
St Cloud State,Mason Salquist,16,Forwards,Forwards,Jr,5-8,165,3/21/2000,"Grand Forks, N.D.",Forwards,Forwards,68,,,,Fargo,USHL
St Cloud State,Dominic Basse,31,Goaltenders,Goaltenders,Sr,6-6,185,4/22/2001,"Alexandria, Va.",Goaltenders,Goaltenders,78,2019,CHI,6,Youngstown,USHL
St Cloud State,James Gray,1,Goaltenders,Goaltenders,Fr,6-2,190,5/24/2002,"Toronto, Ont.",Goaltenders,Goaltenders,74,,,,North York,OJHL
St Cloud State,Isak Posch,30,Goaltenders,Goaltenders,Fr,6-3,210,1/31/2002,"Umeå, Sweden",Goaltenders,Goaltenders,75,,,,Minnesota,NAHL
Robert Morris,Mitch Andres,3,Defensemen,Defensemen,Gr,6-1,187,9/2/1998,"Brainerd, Minn.",Defensemen,Defensemen,73,,,,Boston College,HEA
Robert Morris,Michael Craig,2,Defensemen,Defensemen,Fr,5-10,174,8/26/2002,"St. Catharines, Ont.",Defensemen,Defensemen,70,,,,Nanaimo,BCHL
Robert Morris,Tom Gangl,7,Defensemen,Defensemen,Fr,6-3,201,1/8/2002,"Wingham, Ont.",Defensemen,Defensemen,75,,,,Smiths Falls,CCHL
Robert Morris,Thomas Haynes,44,Defensemen,Defensemen,Fr,6-2,190,2/6/2002,"Mississauga, Ont.",Defensemen,Defensemen,74,,,,Smiths Falls,CCHL
Robert Morris,Luke Johnson,23,Defensemen,Defensemen,Gr,5-11,173,1/7/1999,"Edina, Minn.",Defensemen,Defensemen,71,,,,Providence,HEA
Robert Morris,Trevor Ledonne,25,Defensemen,Defensemen,Sr,6-1,195,2/27/2000,"Stoney Creek, Ont.",Defensemen,Defensemen,73,,,,St. Thomas,CCHA
Robert Morris,Gabriel Lunn,8,Defensemen,Defensemen,Fr,6-0,190,8/25/2003,"Lockport, N.Y.",Defensemen,Defensemen,72,,,,Johnstown,NAHL
Robert Morris,Cade Townend,6,Defensemen,Defensemen,Gr,6-1,185,6/17/1999,"Carleton Place, Ont.",Defensemen,Defensemen,73,,,,Mercyhurst,AHA
Robert Morris,Luke van Why,5,Defensemen,Defensemen,Fr,5-10,163,1/21/2003,"Hatfield, Pa.",Defensemen,Defensemen,70,,,,Maryland,NAHL
Robert Morris,Matthew Boczar,4,Forwards,Forwards,Fr,6-1,165,5/13/2001,"Sewell, N.J.",Forwards,Forwards,73,,,,Northeast,NAHL
Robert Morris,Lee Chiang,33,Forwards,Forwards,Fr,5-9,170,12/7/2002,"Toronto, Ont.",Forwards,Forwards,69,,,,Markham,OJHL
Robert Morris,Logan Ganie,28,Forwards,Forwards,Gr,5-10,174,6/28/1999,"Irma, Alb.",Forwards,Forwards,70,,,,Michigan Tech,CCHA
Robert Morris,Cameron Garvey,21,Forwards,Forwards,Fr,6-0,181,7/23/2002,"Oakville, Ont.",Forwards,Forwards,72,,,,Collingwood,OJHL
